"Strategy","Returns","","","","Consistency","","","","","Risk","","","","Trade quality","","","","","","","","Year-on-year returns","","","","","","","","","","","","","","","","","","Setup"
"Name","CAGR (post-tax) ●","CAGR (pre-tax)","Benchmark","Excess","3y median","5y median","Worst 3y","Positive 3y windows","Positive years","Max drawdown","Volatility","Sharpe","Sortino","Trades","Distinct stocks traded","Churn/yr","Avg hold (days)","% trades won","Avg gain per winning trade","Avg loss per losing trade","Gain : loss","FY27","FY26","FY25","FY24","FY23","FY22","FY21","FY20","FY19","FY18","FY17","FY16","FY15","FY14","FY13","FY12","FY11","FY10","Trade book"
"M10_301_500_allrisk_lb12mo_quarterly_top15_1y","15.5%/yr","16.9%/yr","14.2%/yr","+1.3 pp/yr","15.8%/yr","17.0%/yr","-6.4%/yr","13 of 16","10 of 18","-47.8%","19.3%/yr","0.86","0.99","486","357","28.2","111","52.1%","36.9%","-17.5%","2.11×","21.7%","1.8%","-11.6%","89.5%","-21.7%","89.9%","80.0%","-18.7%","-22.0%","55.5%","16.4%","5.4%","55.6%","39.9%","-8.7%","-8.3%","-2.0%","0.0%",""
"M9_276_550_allrisk_lb3mo_monthly_top20_21d","15.4%/yr","16.8%/yr","14.2%/yr","+1.2 pp/yr","17.2%/yr","17.3%/yr","-17.4%/yr","14 of 16","13 of 18","-60.1%","19.3%/yr","0.85","1.04","2,110","732","122.3","41","50.0%","17.8%","-11.2%","1.59×","24.0%","-0.3%","10.9%","47.6%","2.5%","45.1%","87.0%","-37.5%","-17.5%","9.2%","55.8%","-6.8%","75.9%","19.9%","9.2%","1.0%","-2.1%","12.5%",""
"M8_201_300_allrisk_lb3mo_bimonthly_top15_21d","15.2%/yr","16.5%/yr","14.2%/yr","+1.0 pp/yr","14.8%/yr","15.0%/yr","-2.1%/yr","14 of 16","13 of 18","-41.0%","19.8%/yr","0.83","0.98","1,036","404","60.1","71","52.8%","20.6%","-12.4%","1.66×","23.1%","9.2%","-3.1%","49.0%","7.5%","33.5%","75.2%","-3.8%","1.7%","19.8%","9.3%","-20.8%","78.1%","5.3%","-0.4%","-7.1%","1.5%","32.4%",""
"M9_276_550_allrisk_lb12mo_quarterly_top15_1y","15.2%/yr","16.6%/yr","14.2%/yr","+1.0 pp/yr","16.5%/yr","17.8%/yr","-3.6%/yr","13 of 16","10 of 18","-45.8%","18.8%/yr","0.86","0.97","499","370","28.9","109","53.5%","34.8%","-18.0%","1.93×","17.5%","7.0%","-15.9%","93.2%","-16.4%","55.8%","109.9%","-23.5%","-19.5%","51.9%","17.4%","-1.4%","61.1%","31.3%","-3.8%","-9.1%","2.6%","0.0%",""
"M9_276_550_riskmanaged_lb3mo_bimonthly_top10_21d","15.2%/yr","16.4%/yr","14.2%/yr","+0.9 pp/yr","10.7%/yr","12.1%/yr","-5.9%/yr","12 of 16","11 of 18","-37.9%","24.4%/yr","0.71","0.88","678","350","39.3","64","52.1%","24.1%","-15.0%","1.61×","36.3%","-8.4%","-5.2%","68.3%","1.0%","106.7%","124.8%","-17.0%","20.8%","-13.2%","15.4%","-16.9%","42.5%","13.7%","-8.5%","0.6%","4.3%","-5.9%",""
"M10_301_500_riskmanaged_lb3mo_quarterly_top10_21d","15.1%/yr","16.6%/yr","14.2%/yr","+0.9 pp/yr","18.3%/yr","16.2%/yr","-7.0%/yr","12 of 16","11 of 18","-56.5%","25.1%/yr","0.70","0.83","482","287","27.9","93","50.2%","30.0%","-15.9%","1.89×","33.4%","7.7%","-31.8%","106.0%","-15.4%","39.4%","169.9%","-37.0%","5.8%","36.9%","38.0%","-5.1%","30.0%","38.9%","-10.8%","-1.5%","-8.3%","1.8%",""
"M9_276_550_allrisk_lb12mo_quarterly_top20_1y","15.1%/yr","16.5%/yr","14.2%/yr","+0.9 pp/yr","14.7%/yr","17.1%/yr","-2.4%/yr","14 of 16","11 of 18","-40.2%","17.6%/yr","0.90","0.98","636","432","36.9","109","55.0%","33.6%","-18.0%","1.86×","21.3%","6.7%","-7.2%","68.0%","-20.9%","61.0%","102.0%","-19.7%","-13.0%","45.5%","14.1%","-5.3%","66.7%","25.9%","0.9%","-12.1%","5.9%","0.0%",""
"M8_201_300_allrisk_lb3mo_quarterly_top20_21d","15.0%/yr","16.6%/yr","14.2%/yr","+0.8 pp/yr","14.5%/yr","14.4%/yr","0.2%/yr","16 of 16","12 of 18","-35.6%","19.5%/yr","0.83","0.96","1,060","416","61.5","97","53.5%","23.0%","-13.1%","1.76×","20.1%","2.1%","-17.9%","74.8%","-13.0%","17.5%","77.2%","-9.6%","-2.5%","36.7%","34.7%","-26.8%","64.2%","17.8%","-0.8%","2.4%","2.9%","46.2%",""
"M9_276_550_allrisk_lb3mo_monthly_top10_21d","15.0%/yr","16.5%/yr","14.2%/yr","+0.8 pp/yr","15.8%/yr","16.5%/yr","-27.3%/yr","15 of 16","12 of 18","-69.6%","22.7%/yr","0.74","0.97","1,142","563","66.2","39","50.3%","18.0%","-11.9%","1.52×","29.1%","-8.2%","8.9%","70.4%","1.9%","18.2%","147.3%","-50.9%","-10.7%","-12.1%","70.6%","-15.2%","73.1%","27.9%","37.5%","-4.5%","3.7%","1.8%",""
"M7_161_275_allrisk_lb3mo_quarterly_top10_21d","15.0%/yr","16.5%/yr","14.2%/yr","+0.8 pp/yr","12.8%/yr","15.0%/yr","-5.7%/yr","15 of 16","12 of 18","-54.8%","23.7%/yr","0.72","0.89","601","311","34.8","94","54.2%","22.2%","-13.7%","1.62×","24.9%","2.3%","-18.3%","72.2%","-8.4%","16.0%","84.0%","-23.9%","-20.9%","39.5%","22.8%","-10.4%","72.9%","25.1%","11.1%","-6.0%","6.6%","43.0%",""
"M10_301_500_allrisk_lb9mo_bimonthly_top10_63d","15.0%/yr","16.2%/yr","14.2%/yr","+0.8 pp/yr","13.2%/yr","13.6%/yr","-1.1%/yr","15 of 16","14 of 18","-47.4%","19.6%/yr","0.82","1.04","505","348","29.3","75","51.7%","27.6%","-15.8%","1.74×","48.4%","-17.1%","8.7%","61.5%","-13.1%","51.3%","59.1%","-6.7%","-23.3%","34.9%","1.4%","5.7%","14.4%","46.7%","0.8%","2.4%","33.7%","3.1%",""
"M9_276_550_allrisk_lb9mo_bimonthly_top10_63d","15.0%/yr","16.1%/yr","14.2%/yr","+0.8 pp/yr","12.9%/yr","14.6%/yr","-7.4%/yr","15 of 16","11 of 18","-51.6%","21.1%/yr","0.78","0.97","500","344","29.0","75","52.6%","28.4%","-17.1%","1.67×","35.4%","-2.8%","13.0%","68.6%","-6.3%","50.3%","99.8%","-22.9%","-23.9%","35.4%","23.0%","-21.0%","43.2%","37.4%","-9.9%","-10.8%","27.0%","1.7%",""
"M10_301_500_allrisk_lb12mo_monthly_top10_1y","14.9%/yr","16.3%/yr","14.2%/yr","+0.7 pp/yr","11.3%/yr","14.3%/yr","-0.3%/yr","15 of 16","10 of 18","-40.3%","19.3%/yr","0.83","1.00","572","352","33.2","78","52.4%","26.6%","-15.8%","1.68×","28.8%","-4.2%","-19.7%","76.6%","-0.9%","48.0%","71.0%","-9.9%","-18.2%","38.9%","9.8%","-8.1%","59.4%","29.1%","-6.8%","11.4%","13.5%","0.0%",""
"M9_276_550_riskmanaged_lb9mo_bimonthly_top10_63d","14.8%/yr","15.9%/yr","14.2%/yr","+0.6 pp/yr","17.0%/yr","15.6%/yr","-6.4%/yr","14 of 16","11 of 18","-49.3%","21.0%/yr","0.77","0.94","528","285","30.6","69","50.9%","26.7%","-14.9%","1.79×","35.4%","-1.8%","9.3%","72.5%","-13.9%","45.1%","87.2%","-26.7%","-14.0%","30.2%","31.8%","-8.0%","48.4%","23.0%","-4.8%","-1.1%","5.1%","2.3%",""
"M11_501_800_allrisk_lb12mo_biweekly_top20_1y","14.7%/yr","16.1%/yr","14.2%/yr","+0.5 pp/yr","12.7%/yr","16.7%/yr","-8.4%/yr","13 of 16","11 of 18","-42.3%","17.2%/yr","0.89","1.07","1,473","656","85.4","51","47.7%","25.8%","-14.7%","1.76×","19.1%","-5.8%","9.4%","41.6%","-9.6%","84.4%","55.5%","-15.3%","-17.4%","9.8%","53.8%","10.7%","60.5%","19.7%","3.3%","-3.3%","-6.0%","0.0%",""
"M8_201_300_allrisk_lb9mo_quarterly_top10_63d","14.6%/yr","16.1%/yr","14.2%/yr","+0.3 pp/yr","14.2%/yr","16.2%/yr","1.9%/yr","16 of 16","12 of 18","-37.7%","19.7%/yr","0.80","0.97","387","267","22.4","110","55.6%","27.4%","-15.4%","1.78×","19.5%","9.2%","-18.8%","62.2%","-15.1%","-3.1%","78.8%","-0.5%","-9.8%","54.7%","37.7%","-15.0%","41.9%","41.2%","6.1%","0.8%","13.2%","4.5%",""
"M11_501_800_allrisk_lb12mo_bimonthly_top10_1y","14.5%/yr","16.6%/yr","14.2%/yr","+0.3 pp/yr","13.7%/yr","17.0%/yr","-11.2%/yr","13 of 16","13 of 18","-46.0%","20.5%/yr","0.77","0.99","368","359","21.3","120","53.8%","39.0%","-22.1%","1.77×","16.5%","-37.5%","11.8%","32.3%","0.6%","62.4%","54.9%","-22.2%","-7.0%","-3.1%","59.9%","15.0%","89.0%","26.8%","9.3%","4.6%","7.3%","0.0%",""
"M9_276_550_allrisk_lb9mo_bimonthly_top15_63d","14.3%/yr","15.5%/yr","14.2%/yr","+0.1 pp/yr","17.0%/yr","13.6%/yr","-4.3%/yr","15 of 16","13 of 18","-46.5%","18.6%/yr","0.83","0.99","725","453","42.0","76","51.2%","27.5%","-15.9%","1.73×","36.0%","-12.7%","26.4%","53.4%","-8.2%","17.7%","81.0%","-10.5%","-19.2%","21.3%","21.2%","6.2%","27.6%","31.2%","4.0%","-10.2%","22.3%","3.2%",""
"M9_276_550_allrisk_lb6mo_bimonthly_top15_63d","14.3%/yr","15.4%/yr","14.2%/yr","+0.1 pp/yr","17.0%/yr","14.2%/yr","-4.6%/yr","13 of 16","11 of 18","-36.8%","20.9%/yr","0.76","0.91","840","504","48.7","74","53.2%","24.8%","-16.1%","1.55×","33.4%","-10.1%","17.4%","77.9%","-8.9%","43.3%","50.1%","-15.7%","-3.3%","9.3%","29.4%","-5.8%","52.9%","33.9%","6.1%","-11.7%","-2.5%","0.8%",""
"M10_301_500_allrisk_lb12mo_bimonthly_top10_1y","14.3%/yr","15.7%/yr","14.2%/yr","+0.1 pp/yr","13.0%/yr","14.3%/yr","-6.2%/yr","14 of 16","9 of 18","-40.5%","19.7%/yr","0.79","0.96","383","305","22.2","111","54.6%","33.2%","-18.0%","1.85×","31.6%","-13.5%","-4.8%","59.4%","-2.8%","52.9%","63.3%","-4.8%","-26.1%","72.9%","6.4%","-2.3%","40.5%","48.1%","9.5%","-12.3%","-5.8%","0.0%",""
"M10_301_500_allrisk_lb6mo_bimonthly_top10_63d","14.2%/yr","15.4%/yr","14.2%/yr","+0.0 pp/yr","19.3%/yr","16.8%/yr","-13.5%/yr","12 of 16","11 of 18","-49.4%","21.4%/yr","0.74","0.93","585","385","33.9","73","51.6%","26.1%","-15.8%","1.65×","38.9%","-17.6%","16.6%","79.7%","-18.8%","89.2%","48.1%","-21.1%","-1.8%","20.8%","33.5%","4.9%","45.9%","37.5%","-0.9%","-27.3%","-10.3%","7.3%",""
"M8_201_300_allrisk_lb3mo_monthly_top10_21d","14.2%/yr","15.5%/yr","14.2%/yr","-0.0 pp/yr","13.1%/yr","13.9%/yr","-4.7%/yr","14 of 16","13 of 18","-39.6%","20.2%/yr","0.77","0.99","1,126","412","65.3","42","50.5%","15.9%","-10.4%","1.54×","29.5%","-11.2%","1.5%","62.7%","-1.5%","58.7%","79.9%","-32.7%","19.8%","7.4%","29.1%","-28.0%","55.1%","22.0%","-2.8%","0.5%","5.1%","17.7%",""
"M10_301_500_allrisk_lb12mo_bimonthly_top20_1y","14.1%/yr","15.5%/yr","14.2%/yr","-0.1 pp/yr","15.0%/yr","15.0%/yr","-1.8%/yr","14 of 16","10 of 18","-45.2%","17.0%/yr","0.88","1.00","709","434","41.1","110","54.2%","32.1%","-18.3%","1.76×","24.9%","-11.4%","5.7%","58.5%","-9.6%","48.8%","64.1%","-19.3%","-21.7%","62.5%","20.2%","-2.4%","65.2%","20.5%","5.4%","-3.4%","-2.0%","0.0%",""
"M11_501_800_allrisk_lb3mo_quarterly_top15_21d","14.1%/yr","16.3%/yr","14.2%/yr","-0.1 pp/yr","13.9%/yr","16.1%/yr","-10.3%/yr","11 of 16","13 of 18","-60.4%","24.7%/yr","0.67","0.80","735","548","42.6","99","50.5%","32.5%","-19.2%","1.70×","43.1%","-15.4%","-26.4%","54.7%","-32.8%","49.1%","107.3%","-52.4%","2.4%","48.1%","83.2%","9.1%","71.1%","15.6%","25.5%","2.6%","-21.6%","18.2%",""
"M9_276_550_riskmanaged_lb3mo_bimonthly_top15_21d","14.0%/yr","15.3%/yr","14.2%/yr","-0.2 pp/yr","10.1%/yr","12.9%/yr","-7.6%/yr","13 of 16","12 of 18","-46.9%","21.9%/yr","0.72","0.86","912","411","52.9","66","53.1%","23.9%","-14.8%","1.61×","23.5%","2.6%","0.1%","76.0%","-7.7%","72.3%","161.1%","-35.2%","9.5%","11.2%","20.7%","-12.6%","27.4%","9.2%","-4.8%","-3.8%","1.9%","-3.8%",""
"M10_301_500_allrisk_lb6mo_bimonthly_top15_63d","14.0%/yr","15.3%/yr","14.2%/yr","-0.2 pp/yr","16.6%/yr","15.4%/yr","-7.4%/yr","13 of 16","10 of 18","-41.9%","19.4%/yr","0.78","0.95","817","463","47.4","75","52.5%","25.6%","-15.8%","1.63×","28.1%","-12.3%","-2.7%","80.9%","-7.7%","47.5%","74.1%","-16.7%","-11.4%","19.9%","30.4%","9.4%","37.7%","39.8%","-7.8%","-12.4%","-1.8%","6.0%",""
"M8_201_300_allrisk_lb12mo_quarterly_top10_1y","14.0%/yr","15.7%/yr","14.2%/yr","-0.3 pp/yr","15.1%/yr","16.1%/yr","-1.1%/yr","15 of 16","11 of 18","-35.6%","18.8%/yr","0.80","0.95","331","230","19.2","113","56.8%","28.3%","-15.3%","1.85×","15.1%","-11.8%","-4.6%","61.7%","-22.5%","38.4%","72.5%","-4.5%","-6.3%","59.2%","29.4%","-19.9%","52.0%","23.5%","2.6%","0.9%","14.6%","0.0%",""
"M11_501_800_allrisk_lb12mo_biweekly_top10_1y","13.9%/yr","15.3%/yr","14.2%/yr","-0.3 pp/yr","14.4%/yr","15.1%/yr","-5.7%/yr","13 of 16","11 of 18","-41.6%","20.2%/yr","0.76","0.98","764","478","44.3","49","49.6%","25.9%","-15.7%","1.65×","29.7%","-4.6%","-5.9%","71.2%","-11.3%","47.7%","24.6%","-8.5%","-16.4%","9.5%","31.6%","31.2%","57.6%","14.6%","26.7%","0.5%","-12.2%","0.0%",""
"M10_301_500_allrisk_lb6mo_biweekly_top20_63d","13.9%/yr","15.3%/yr","14.2%/yr","-0.3 pp/yr","13.4%/yr","14.0%/yr","-10.4%/yr","15 of 16","12 of 18","-46.1%","17.2%/yr","0.86","1.02","1,899","591","110.1","46","49.1%","19.4%","-12.1%","1.61×","19.8%","-9.3%","-4.2%","85.7%","5.4%","31.6%","83.4%","-27.4%","-9.8%","10.1%","24.3%","-13.0%","70.8%","18.7%","-7.8%","8.5%","16.3%","4.3%",""
"M8_201_300_allrisk_lb6mo_quarterly_top15_63d","13.9%/yr","15.5%/yr","14.2%/yr","-0.3 pp/yr","14.1%/yr","17.2%/yr","-1.4%/yr","14 of 16","11 of 18","-39.6%","19.1%/yr","0.79","0.92","626","341","36.3","108","55.0%","25.7%","-14.8%","1.74×","19.4%","-0.4%","-19.3%","65.8%","-15.9%","10.6%","100.2%","-16.6%","-13.5%","35.1%","34.5%","-15.9%","71.5%","21.1%","10.9%","-3.7%","12.8%","14.8%",""
"M10_301_500_allrisk_lb3mo_biweekly_top15_21d","13.9%/yr","15.5%/yr","14.2%/yr","-0.4 pp/yr","13.7%/yr","14.0%/yr","-11.9%/yr","14 of 16","11 of 18","-56.7%","18.3%/yr","0.81","1.02","2,401","652","139.2","25","46.0%","14.4%","-8.5%","1.70×","14.9%","-3.9%","-1.0%","69.0%","21.0%","26.4%","67.1%","-30.2%","-18.9%","20.5%","32.4%","-8.3%","63.3%","13.7%","-1.0%","3.9%","-0.0%","25.5%",""
"M7_161_275_allrisk_lb3mo_quarterly_top15_21d","13.8%/yr","15.4%/yr","14.2%/yr","-0.4 pp/yr","12.5%/yr","13.8%/yr","-3.5%/yr","15 of 16","12 of 18","-46.3%","20.8%/yr","0.74","0.89","854","370","49.5","95","53.2%","22.7%","-13.4%","1.69×","16.8%","4.5%","-15.4%","78.3%","-12.4%","21.4%","77.1%","-20.7%","-14.1%","31.9%","23.8%","-20.8%","69.0%","13.7%","10.3%","-3.6%","4.4%","43.4%",""
"M9_276_550_allrisk_lb12mo_monthly_top20_1y","13.8%/yr","15.0%/yr","14.2%/yr","-0.4 pp/yr","16.7%/yr","15.0%/yr","-5.6%/yr","15 of 16","13 of 18","-43.8%","16.8%/yr","0.87","1.01","1,011","513","58.6","80","53.4%","25.6%","-16.5%","1.55×","24.0%","5.7%","8.4%","59.9%","-5.1%","21.0%","62.9%","-20.1%","-19.1%","30.2%","40.5%","1.2%","41.2%","12.4%","7.8%","-4.0%","12.0%","0.0%",""
"M10_301_500_allrisk_lb12mo_quarterly_top20_1y","13.8%/yr","15.3%/yr","14.2%/yr","-0.4 pp/yr","15.2%/yr","16.1%/yr","-3.6%/yr","14 of 16","9 of 18","-48.0%","17.7%/yr","0.84","0.93","608","403","35.3","113","52.6%","35.8%","-17.6%","2.03×","14.4%","-0.1%","-10.5%","74.0%","-27.1%","83.2%","69.7%","-15.9%","-12.1%","38.6%","23.0%","3.4%","48.1%","34.0%","-5.4%","-4.4%","-1.0%","0.0%",""
"M12_551_800_allrisk_lb12mo_quarterly_top15_1y","13.7%/yr","15.6%/yr","14.2%/yr","-0.5 pp/yr","14.2%/yr","15.2%/yr","-7.0%/yr","13 of 16","11 of 18","-46.4%","20.4%/yr","0.75","0.84","507","397","29.4","103","47.9%","38.9%","-17.9%","2.17×","30.0%","-8.4%","-8.0%","51.0%","-33.3%","65.5%","106.7%","-34.9%","-1.7%","25.6%","62.3%","2.6%","60.1%","6.2%","9.1%","-5.0%","3.5%","0.0%",""
"M10_301_500_allrisk_lb3mo_monthly_top20_21d","13.7%/yr","15.2%/yr","14.2%/yr","-0.5 pp/yr","16.2%/yr","14.3%/yr","-17.0%/yr","14 of 16","14 of 18","-62.5%","18.9%/yr","0.79","0.96","2,085","649","120.9","42","48.6%","17.6%","-10.8%","1.63×","18.8%","6.3%","-3.4%","59.4%","2.9%","39.8%","85.1%","-40.1%","-19.5%","18.7%","32.2%","1.7%","63.3%","8.6%","-2.1%","7.8%","1.0%","21.9%",""
"M9_276_550_riskmanaged_lb3mo_quarterly_top15_21d","13.7%/yr","15.0%/yr","14.2%/yr","-0.5 pp/yr","11.7%/yr","12.5%/yr","-4.8%/yr","13 of 16","11 of 18","-53.2%","23.4%/yr","0.68","0.79","695","364","40.3","94","50.6%","28.4%","-15.6%","1.82×","42.9%","5.6%","-22.9%","104.8%","-20.0%","11.2%","196.3%","-33.3%","-5.1%","36.5%","38.1%","-5.3%","13.4%","18.0%","-2.4%","1.1%","-4.8%","2.6%",""
"M7_161_275_allrisk_lb6mo_quarterly_top20_63d","13.6%/yr","15.2%/yr","14.2%/yr","-0.6 pp/yr","11.7%/yr","14.8%/yr","-1.4%/yr","15 of 16","12 of 18","-35.1%","17.4%/yr","0.83","0.95","788","368","45.7","110","56.2%","25.4%","-14.8%","1.71×","11.0%","-2.9%","-3.0%","53.7%","-11.3%","19.3%","77.1%","-11.7%","-11.9%","23.3%","26.6%","-11.3%","60.8%","14.9%","8.1%","7.9%","14.8%","13.1%",""
"M11_501_800_allrisk_lb6mo_monthly_top10_63d","13.6%/yr","15.2%/yr","14.2%/yr","-0.6 pp/yr","13.7%/yr","15.1%/yr","-3.8%/yr","14 of 16","11 of 18","-37.0%","19.5%/yr","0.76","1.03","846","553","49.1","44","47.9%","21.7%","-12.9%","1.69×","22.4%","0.5%","-8.8%","75.5%","-28.0%","22.4%","58.0%","-11.6%","-0.3%","8.4%","25.2%","23.1%","56.6%","10.9%","43.8%","-0.6%","-7.4%","-3.3%",""
"M10_301_500_allrisk_lb6mo_weekly_top10_63d","13.4%/yr","14.7%/yr","14.2%/yr","-0.8 pp/yr","9.5%/yr","12.9%/yr","-2.9%/yr","15 of 16","12 of 18","-40.5%","20.0%/yr","0.74","0.90","1,394","514","80.8","33","46.7%","17.6%","-11.2%","1.58×","32.4%","-9.3%","1.2%","133.9%","7.0%","22.1%","56.9%","-27.9%","4.1%","35.6%","19.8%","-13.3%","19.3%","14.3%","14.4%","-4.7%","-3.6%","-0.5%",""
"M11_501_800_allrisk_lb12mo_monthly_top20_1y","13.4%/yr","15.0%/yr","14.2%/yr","-0.8 pp/yr","9.3%/yr","15.1%/yr","-10.0%/yr","13 of 16","10 of 18","-45.2%","17.6%/yr","0.82","0.98","1,034","619","60.0","81","49.3%","31.6%","-17.3%","1.83×","30.9%","-15.3%","-7.3%","61.7%","-23.1%","77.6%","48.6%","-13.4%","-23.2%","9.7%","32.5%","26.4%","68.0%","22.8%","12.2%","-2.7%","-5.8%","0.0%",""
"M12_551_800_allrisk_lb12mo_quarterly_top10_1y","13.4%/yr","15.3%/yr","14.2%/yr","-0.8 pp/yr","12.1%/yr","14.6%/yr","-6.8%/yr","12 of 16","12 of 18","-46.2%","22.3%/yr","0.69","0.83","346","303","20.1","103","48.0%","39.9%","-18.9%","2.11×","39.0%","-19.3%","2.5%","48.0%","-33.8%","44.5%","109.7%","-29.1%","-5.7%","21.1%","63.4%","15.5%","62.3%","3.1%","4.6%","-8.2%","3.7%","0.0%",""
"M8_201_300_allrisk_lb3mo_monthly_top15_21d","13.4%/yr","14.7%/yr","14.2%/yr","-0.9 pp/yr","12.8%/yr","12.7%/yr","-6.1%/yr","15 of 16","13 of 18","-37.5%","18.0%/yr","0.80","1.00","1,589","452","92.1","44","49.1%","15.8%","-9.7%","1.62×","28.0%","-11.1%","5.6%","52.6%","-5.9%","52.6%","69.2%","-25.0%","7.2%","3.0%","30.0%","-24.6%","56.5%","14.6%","-7.8%","7.0%","6.5%","27.4%",""
"M5_101_150_allrisk_lb3mo_quarterly_top10_21d","13.3%/yr","15.0%/yr","14.2%/yr","-0.9 pp/yr","13.1%/yr","14.5%/yr","-5.0%/yr","14 of 16","11 of 18","-39.9%","20.4%/yr","0.73","0.90","548","209","31.8","97","57.8%","18.9%","-11.9%","1.59×","11.2%","-3.3%","-20.2%","48.9%","8.8%","11.0%","68.9%","-3.2%","-12.3%","30.8%","38.4%","-24.3%","47.9%","48.2%","-11.1%","-0.2%","3.4%","41.8%",""
"M7_161_275_allrisk_lb3mo_quarterly_top20_21d","13.3%/yr","14.8%/yr","14.2%/yr","-0.9 pp/yr","13.5%/yr","13.0%/yr","-3.5%/yr","15 of 16","11 of 18","-41.3%","19.6%/yr","0.75","0.87","1,082","405","62.7","96","53.6%","22.2%","-13.3%","1.66×","14.4%","5.3%","-7.5%","74.8%","-11.7%","15.3%","70.9%","-21.8%","-9.0%","26.3%","33.5%","-21.0%","61.6%","17.4%","1.1%","-0.3%","-0.1%","40.6%",""
"M11_501_800_allrisk_lb6mo_quarterly_top15_63d","13.3%/yr","14.9%/yr","14.2%/yr","-1.0 pp/yr","11.1%/yr","14.7%/yr","-9.2%/yr","14 of 16","13 of 18","-47.8%","21.9%/yr","0.69","0.82","615","485","35.7","99","48.3%","35.7%","-19.0%","1.88×","38.6%","-8.4%","-11.9%","44.5%","-28.5%","30.0%","111.9%","-45.2%","20.4%","13.3%","26.1%","24.8%","79.3%","0.7%","15.1%","-7.8%","2.5%","16.2%",""
"M11_501_800_allrisk_lb12mo_bimonthly_top20_1y","13.2%/yr","14.9%/yr","14.2%/yr","-1.0 pp/yr","13.2%/yr","16.9%/yr","-14.6%/yr","12 of 16","11 of 18","-53.1%","18.2%/yr","0.79","0.92","709","536","41.1","115","51.5%","38.6%","-20.5%","1.89×","27.4%","-24.5%","3.5%","34.5%","10.2%","80.1%","48.1%","-30.2%","-16.8%","7.2%","53.5%","-0.7%","78.8%","23.8%","8.6%","-3.9%","-1.1%","0.0%",""
"M9_276_550_allrisk_lb12mo_weekly_top10_1y","13.2%/yr","14.8%/yr","14.2%/yr","-1.0 pp/yr","10.5%/yr","13.4%/yr","-8.4%/yr","15 of 16","10 of 18","-49.3%","17.1%/yr","0.82","1.01","992","429","57.5","38","47.3%","20.9%","-12.5%","1.67×","40.3%","-13.8%","-4.6%","69.2%","-20.6%","30.6%","97.7%","-5.9%","-38.7%","33.3%","29.3%","-9.7%","65.4%","22.6%","-10.4%","8.6%","20.2%","0.0%",""
"M10_301_500_riskmanaged_lb12mo_weekly_top10_1y","13.2%/yr","14.6%/yr","14.2%/yr","-1.0 pp/yr","16.0%/yr","21.8%/yr","-18.2%/yr","12 of 16","10 of 18","-51.5%","21.4%/yr","0.70","0.82","1,063","351","61.6","46","48.8%","20.7%","-13.5%","1.53×","18.5%","-4.5%","-13.5%","100.0%","10.8%","82.2%","45.6%","-20.6%","14.6%","30.1%","55.7%","-23.4%","70.7%","11.7%","-17.5%","-18.1%","-18.9%","0.0%",""
"M8_201_300_allrisk_lb6mo_bimonthly_top15_63d","13.2%/yr","14.6%/yr","14.2%/yr","-1.0 pp/yr","10.0%/yr","12.5%/yr","-1.1%/yr","15 of 16","12 of 18","-32.6%","17.3%/yr","0.82","0.98","804","359","46.6","77","54.0%","21.1%","-13.4%","1.57×","20.6%","7.0%","-7.1%","60.2%","-18.0%","39.6%","54.2%","-8.9%","-13.8%","23.0%","20.0%","-13.8%","59.7%","19.3%","-3.7%","12.7%","11.3%","9.0%",""
"M4_76_160_allrisk_lb3mo_quarterly_top15_21d","13.2%/yr","14.7%/yr","14.2%/yr","-1.0 pp/yr","11.3%/yr","12.6%/yr","-3.3%/yr","13 of 16","10 of 18","-38.2%","19.9%/yr","0.73","0.85","829","258","48.1","96","58.0%","18.6%","-12.3%","1.52×","15.6%","3.4%","-19.5%","54.4%","-4.0%","23.2%","78.7%","-13.6%","-6.9%","18.1%","42.1%","-22.1%","50.6%","31.6%","-2.2%","-1.9%","-5.8%","43.3%",""
"M9_276_550_riskmanaged_lb6mo_bimonthly_top10_63d","13.1%/yr","14.4%/yr","14.2%/yr","-1.1 pp/yr","13.2%/yr","13.4%/yr","-8.3%/yr","14 of 16","10 of 18","-47.0%","23.0%/yr","0.66","0.82","577","311","33.5","70","51.3%","24.8%","-14.9%","1.66×","37.9%","-18.0%","15.2%","67.6%","-9.4%","43.0%","111.6%","-27.0%","-11.9%","19.9%","41.8%","-17.2%","27.2%","28.7%","-7.7%","-1.6%","8.8%","-4.0%",""
"M8_201_300_allrisk_lb6mo_quarterly_top10_63d","13.1%/yr","14.7%/yr","14.2%/yr","-1.1 pp/yr","12.7%/yr","18.1%/yr","-1.0%/yr","13 of 16","12 of 18","-43.6%","21.5%/yr","0.69","0.83","448","298","26.0","104","53.6%","26.0%","-15.0%","1.74×","21.6%","2.8%","-21.0%","53.1%","-19.8%","9.8%","120.2%","-16.4%","-15.9%","40.4%","51.7%","-23.3%","64.3%","20.5%","14.0%","-5.5%","10.4%","5.4%",""
