ticker,gap_pct,action_type,ex_date,ratio,severity
TEMBO,14.8,e=2026-08-05 00,2026-08-05,,critical
SARLAPOLY,14.8,e=2020-09-21 00,2020-09-21,,critical
SIEMENS,14.8,e=2025-04-07 00,2025-04-07,,critical
GOLDTECH,14.7,e=2015-09-21 00,2015-09-21,,critical
JISLJALEQS,14.7,e=2011-11-08 00,2011-11-08,,critical
KAMDHENU,14.7,e=2021-09-08 00,2021-09-08,,critical
NDLVENTURE,14.6,e=2021-10-22 00,2021-10-22,,critical
JAGRAN,14.6,e=2026-06-05 00,2026-06-05,,critical
BHANDARI,14.6,e=2026-02-25 00,2026-02-25,,critical
EDELWEISS,14.6,e=2008-07-02 00,2008-07-02,,critical
SHALPAINTS,14.5,e=2018-11-06 00,2018-11-06,,critical
CYIENT,14.5,e=2020-03-23 00,2020-03-23,,critical
GREENPLY,14.5,e=2014-11-26 00,2014-11-26,,critical
ABB,14.5,e=2019-12-20 00,2019-12-20,,critical
IRB,14.5,e=2023-02-22 00,2023-02-22,,critical
VAKRANGEE,14.5,e=2012-04-12 00,2012-04-12,,critical
SINTEX,14.4,e=2006-06-13 00,2006-06-13,,critical
PATNI,14.4,e=2010-08-30 00,2010-08-30,,critical
CCAVENUE,14.4,e=2021-03-18 00,2021-03-18,,critical
NEULANDLAB,14.4,e=2012-03-21 00,2012-03-21,,critical
IVC,14.4,e=2008-07-28 00,2008-07-28,,critical
UNIONBANK,14.4,e=2006-06-08 00,2006-06-08,,critical
NDTV,14.4,e=2009-08-11 00,2009-08-11,,critical
IDFC,14.3,e=2023-02-13 00,2023-02-13,,critical
INFOMEDIA,14.3,e=2013-07-18 00,2013-07-18,,critical
SANWARIA,14.3,e=2008-09-26 00,2008-09-26,,critical
SPCENET,14.3,e=2018-09-21 00,2018-09-21,,critical
NLCINDIA,14.3,e=2020-03-05 00,2020-03-05,,critical
BIRLACOT,14.3,e=2011-09-14 00,2011-09-14,,critical
GUJAPOLLO,14.2,e=2013-08-20 00,2013-08-20,,critical
SYMPHONY,14.2,e=2012-02-15 00,2012-02-15,,critical
GTL,14.2,e=2006-09-26 00,2006-09-26,,critical
IDEA,14.2,e=2019-08-16 00,2019-08-16,,critical
MONSANTO,14.2,e=2008-06-02 00,2008-06-02,,critical
RICOAUTO,14.2,e=2019-09-20 00,2019-09-20,,critical
BGRENERGY,14.1,e=2011-09-15 00,2011-09-15,,critical
TRENT,14.1,e=2010-07-08 00,2010-07-08,,critical
IRMENERGY,14.1,e=2025-09-18 00,2025-09-18,,critical
VAIBHAVGBL,14.1,e=2021-05-07 00,2021-05-07,,critical
ANSALHSG,14.1,e=2013-04-10 00,2013-04-10,,critical
VIPCLOTHNG,14.0,e=2017-11-17 00,2017-11-17,,critical
TBZ,14.0,e=2026-09-02 00,2026-09-02,,critical
OPTOCIRCUI,14.0,e=2007-10-25 00,2007-10-25,,critical
HGS,13.9,e=2013-08-05 00,2013-08-05,,critical
ENGINERSIN,13.9,e=2014-08-13 00,2014-08-13,,critical
CUPID,13.9,e=2026-03-09 00,2026-03-09,,critical
NDL,13.9,e=2015-09-21 00,2015-09-21,,critical
AARVI,13.9,e=2024-07-26 00,2024-07-26,,critical
JHS,13.8,e=2019-09-06 00,2019-09-06,,critical
AXITA,13.8,e=2023-12-22 00,2023-12-22,,critical
BEPL,13.8,e=2023-06-09 00,2023-06-09,,critical
NMDC,13.7,e=2016-02-24 00,2016-02-24,,critical
SUDARSCHEM,13.7,e=2020-03-12 00,2020-03-12,,critical
RSYSTEMS,13.7,e=2012-06-01 00,2012-06-01,,critical
BRITANNIA,13.7,e=2010-09-08 00,2010-09-08,,critical
GENESYS,13.7,e=2014-09-18 00,2014-09-18,,critical
SASKEN,13.6,e=2020-03-17 00,2020-03-17,,critical
SASKEN,13.6,e=2014-01-23 00,2014-01-23,,critical
SEINVEST,13.6,e=2009-06-25 00,2009-06-25,,critical
NELCO,13.6,e=2023-06-06 00,2023-06-06,,critical
DECCANCE,13.5,e=2020-03-12 00,2020-03-12,,critical
OSWALSEEDS,13.5,e=2024-02-02 00,2024-02-02,,critical
ALANKIT,13.5,e=2016-10-19 00,2016-10-19,,critical
TPLPLASTEH,13.5,e=2021-09-16 00,2021-09-16,,critical
LIKHITHA,13.5,e=2022-12-02 00,2022-12-02,,critical
VSTIND,13.4,e=2009-07-10 00,2009-07-10,,critical
XCHANGING,13.4,e=2023-07-28 00,2023-07-28,,critical
TEXRAIL,13.4,e=2021-10-21 00,2021-10-21,,critical
MINDTREE,13.4,e=2019-07-08 00,2019-07-08,,critical
CENTURYPLY,13.4,e=2013-07-18 00,2013-07-18,,critical
HARITASEAT,13.4,e=2014-08-01 00,2014-08-01,,critical
TVSHLTD,13.3,e=2023-08-24 00,2023-08-24,,critical
KESORAMIND,13.3,e=2021-09-16 00,2021-09-16,,critical
BILENERGY,13.3,e=2015-09-23 00,2015-09-23,,critical
STYRENIX,13.3,e=2023-03-24 00,2023-03-24,,critical
RUSHIL,13.3,e=2024-08-09 00,2024-08-09,,critical
ZENITHSTL,13.3,e=2016-09-15 00,2016-09-15,,critical
SUNFLAG,13.2,e=2020-09-10 00,2020-09-10,,critical
HIGHGROUND,13.2,e=2017-09-18 00,2017-09-18,,critical
PALASHSECU,13.2,e=2018-09-14 00,2018-09-14,,critical
PATINTLOG,13.2,e=2008-09-18 00,2008-09-18,,critical
VSTTILLERS,13.2,e=2020-03-23 00,2020-03-23,,critical
TCI,13.1,e=2010-10-20 00,2010-10-20,,critical
XCHANGING,13.1,e=2024-02-23 00,2024-02-23,,critical
NBIFIN,13.1,e=2017-12-07 00,2017-12-07,,critical
HINDZINC,13.1,e=2016-04-06 00,2016-04-06,,critical
TAKE,13.1,e=2015-02-18 00,2015-02-18,,critical
SJVN,13.1,e=2023-09-21 00,2023-09-21,,critical
GOKEX,13.1,e=2017-09-19 00,2017-09-19,,critical
RUCHIRA,13.1,e=2013-09-03 00,2013-09-03,,critical
HINDMOTORS,13.0,e=2014-09-16 00,2014-09-16,,critical
ENTEGRA,13.0,e=2011-09-26 00,2011-09-26,,critical
NOVAPETRO,13.0,e=2008-09-29 00,2008-09-29,,critical
GENUSPOWER,12.9,e=2014-01-09 00,2014-01-09,,critical
HFCL,12.9,e=2014-09-12 00,2014-09-12,,critical
OFSS,12.9,e=2014-09-24 00,2014-09-24,,critical
OMINFRAL,12.9,e=2017-09-20 00,2017-09-20,,critical
TATAINVEST,12.9,e=2008-09-10 00,2008-09-10,,critical
POLYCAB,12.9,e=2020-03-12 00,2020-03-12,,critical
HCLTECH,12.9,e=2008-10-22 00,2008-10-22,,critical
HILTON,12.8,e=2017-09-14 00,2017-09-14,,critical
MIDHANI,12.8,e=2020-03-12 00,2020-03-12,,critical
CAPLIPOINT,12.7,e=2020-03-12 00,2020-03-12,,critical
SRSLTD,12.7,e=2015-06-25 00,2015-06-25,,critical
ADFFOODS,12.7,e=2023-09-11 00,2023-09-11,,critical
VAIBHAVGBL,12.6,e=2010-09-23 00,2010-09-23,,critical
MARATHON,12.6,e=2018-04-05 00,2018-04-05,,critical
SHANTIGEAR,12.5,e=2018-07-25 00,2018-07-25,,critical
DYNACONS,12.5,e=2006-09-21 00,2006-09-21,,critical
RCF,12.5,e=2012-08-17 00,2012-08-17,,critical
BANG,12.5,e=2011-08-24 00,2011-08-24,,critical
PFC,12.5,e=2020-02-28 00,2020-02-28,,critical
MANJEERA,12.5,e=2011-09-22 00,2011-09-22,,critical
RAJRAYON,12.5,e=2014-09-19 00,2014-09-19,,critical
NELCO,12.5,e=2014-01-06 00,2014-01-06,,critical
LANDSMILL,12.5,e=2023-07-31 00,2023-07-31,,critical
WINSOME,12.5,e=2015-09-07 00,2015-09-07,,critical
NOESISIND,12.5,e=2015-09-23 00,2015-09-23,,critical
GVKPIL,12.5,e=2008-07-23 00,2008-07-23,,critical
RAJRAYON,12.5,e=2013-09-19 00,2013-09-19,,critical
AUSTRAL,12.5,e=2016-09-21 00,2016-09-21,,critical
NITESHEST,12.5,e=2015-09-18 00,2015-09-18,,critical
HCL-INSYS,12.4,e=2016-09-22 00,2016-09-22,,critical
PTC,12.4,e=2026-08-10 00,2026-08-10,,critical
AFIL,12.4,e=2025-04-17 00,2025-04-17,,critical
NETWEB,12.4,e=2025-08-22 00,2025-08-22,,critical
GICHSGFIN,12.4,e=2008-07-16 00,2008-07-16,,critical
COASTCORP,12.4,e=2025-03-04 00,2025-03-04,,critical
GANESHHOU,12.4,e=2008-09-18 00,2008-09-18,,critical
OMAXE,12.3,e=2023-09-22 00,2023-09-22,,critical
WIPRO,12.3,e=2013-04-09 00,2013-04-09,,critical
HINDPETRO,12.3,e=2008-09-02 00,2008-09-02,,critical
ORBTEXP,12.3,e=2014-11-17 00,2014-11-17,,critical
NLCINDIA,12.3,e=2008-02-05 00,2008-02-05,,critical
TIMKEN,12.3,e=2011-11-21 00,2011-11-21,,critical
INFODRIVE,12.3,e=2012-09-10 00,2012-09-10,,critical
TRIDENT,12.3,e=2019-12-13 00,2019-12-13,,critical
MOHITIND,12.2,e=2013-09-20 00,2013-09-20,,critical
MUKANDLTD,12.2,e=2023-07-28 00,2023-07-28,,critical
ALANKIT,12.2,e=2016-12-15 00,2016-12-15,,critical
JYOTHYLAB,12.2,e=2008-12-12 00,2008-12-12,,critical
AJOONI,12.2,e=2022-11-25 00,2022-11-25,,critical
RAYMOND,12.2,e=2008-05-30 00,2008-05-30,,critical
JYOTHYLAB,12.2,e=2008-12-12 00,2008-12-12,,critical
ADANIENT,12.2,e=2020-03-23 00,2020-03-23,,critical
JETAIRWAYS,12.1,e=2006-09-07 00,2006-09-07,,critical
FILATEX,12.1,e=2021-09-08 00,2021-09-08,,critical
ANDHRSUGAR,12.1,e=2020-03-19 00,2020-03-19,,critical
DEEPINDS,12.1,e=2022-09-19 00,2022-09-19,,critical
CENTUM,12.1,e=2024-02-20 00,2024-02-20,,critical
MARINE,12.1,e=2021-02-18 00,2021-02-18,,critical
MYSOREBANK,12.1,e=2010-09-02 00,2010-09-02,,critical
NECLIFE,12.0,e=2008-11-12 00,2008-11-12,,critical
GINNIFILA,12.0,e=2014-09-01 00,2014-09-01,,critical
EPL,12.0,e=2024-08-14 00,2024-08-14,,critical
EPL,12.0,e=2024-08-14 00,2024-08-14,,critical
OPTIEMUS,12.0,e=2024-09-23 00,2024-09-23,,critical
KSOILS,12.0,e=2007-07-18 00,2007-07-18,,critical
MOHITIND,12.0,e=2017-08-01 00,2017-08-01,,critical
GANGESSECU,12.0,e=2018-09-14 00,2018-09-14,,critical
JUBLPHARMA,12.0,e=2021-02-04 00,2021-02-04,,critical
DENORA,11.9,e=2011-05-12 00,2011-05-12,,critical
VISHNU,11.9,e=2015-06-18 00,2015-06-18,,critical
SOMICONVEY,11.9,e=2019-09-20 00,2019-09-20,,critical
NETWORK18,11.9,e=2008-03-11 00,2008-03-11,,critical
LML,11.9,e=2015-09-10 00,2015-09-10,,critical
INOXWIND,11.9,e=2016-09-14 00,2016-09-14,,critical
VALIANTLAB,11.8,e=2025-07-18 00,2025-07-18,,critical
RADAAN,11.8,e=2013-09-24 00,2013-09-24,,critical
TARIL,11.8,e=2019-09-12 00,2019-09-12,,critical
TECHNOFAB,11.8,e=2017-09-21 00,2017-09-21,,critical
ARVIND,11.8,e=2019-07-29 00,2019-07-29,,critical
OCL,11.8,e=2008-02-27 00,2008-02-27,,critical
BSOFT,11.8,e=2019-01-24 00,2019-01-24,,critical
SADHNANIQ,11.8,e=2024-09-13 00,2024-09-13,,critical
HINDCOMPOS,11.8,e=2021-09-21 00,2021-09-21,,critical
KCP,11.8,e=2007-11-07 00,2007-11-07,,critical
XLENERGY,11.8,e=2017-09-18 00,2017-09-18,,critical
NCLIND,11.8,e=2015-09-21 00,2015-09-21,,critical
PGHL,11.7,e=2010-10-22 00,2010-10-22,,critical
SPMLINFRA,11.7,e=2020-12-09 00,2020-12-09,,critical
LAURUSLABS,11.7,e=2020-03-23 00,2020-03-23,,critical
JUBLPHARMA,11.7,e=2016-08-18 00,2016-08-18,,critical
AMDIND,11.7,e=2013-09-17 00,2013-09-17,,critical
BHAGCHEM,11.7,e=2022-04-07 00,2022-04-07,,critical
APARINDS,11.7,e=2025-07-29 00,2025-07-29,,critical
INSECTICID,11.6,e=2023-02-24 00,2023-02-24,,critical
ASAHIINDIA,11.6,e=2008-07-24 00,2008-07-24,,critical
REIAGROLTD,11.6,e=2009-02-05 00,2009-02-05,,critical
SDBL,11.6,e=2024-05-24 00,2024-05-24,,critical
BBOX,11.6,e=2018-07-24 00,2018-07-24,,critical
NAM-INDIA,11.6,e=2023-06-30 00,2023-06-30,,critical
INSECTICID,11.5,e=2022-09-30 00,2022-09-30,,critical
ARE&M,11.5,e=2008-10-14 00,2008-10-14,,critical
JINDWORLD,11.5,e=2020-03-19 00,2020-03-19,,critical
CIFL,11.5,e=2025-09-19 00,2025-09-19,,critical
GAEL,11.5,e=2020-10-01 00,2020-10-01,,critical
INDTERRAIN,11.5,e=2015-12-21 00,2015-12-21,,critical
MINDTREE,11.5,e=2016-03-09 00,2016-03-09,,critical
GPTINFRA,11.5,e=2022-11-11 00,2022-11-11,,critical
HAL,11.4,e=2020-03-23 00,2020-03-23,,critical
IMPAL,11.4,e=2020-03-12 00,2020-03-12,,critical
TIJARIA,11.4,e=2014-09-24 00,2014-09-24,,critical
SUNPHARMA,11.4,e=2007-04-23 00,2007-04-23,,critical
DCMSRIND,11.4,e=2023-08-01 00,2023-08-01,,critical
MSTCLTD,11.4,e=2025-02-14 00,2025-02-14,,critical
IPCL,11.4,e=2006-05-18 00,2006-05-18,,critical
MCDHOLDING,11.4,e=2017-09-18 00,2017-09-18,,critical
INGERRAND,11.4,e=2006-06-07 00,2006-06-07,,critical
MPSLTD,11.4,e=2019-11-06 00,2019-11-06,,critical
EXPLEOSOL,11.4,e=2026-07-31 00,2026-07-31,,critical
SBGLP,11.4,e=2024-04-18 00,2024-04-18,,critical
GRAPHITE,11.4,e=2020-03-23 00,2020-03-23,,critical
ATLASCYCLE,11.3,e=2015-09-22 00,2015-09-22,,critical
VICEROY,11.3,e=2007-12-19 00,2007-12-19,,critical
GODREJCP,11.3,e=2008-01-23 00,2008-01-23,,critical
JUBLPHARMA,11.3,e=2023-08-10 00,2023-08-10,,critical
PATINTLOG,11.3,e=2013-09-16 00,2013-09-16,,critical
RPPINFRA,11.3,e=2021-09-17 00,2021-09-17,,critical
RAIN,11.3,e=2009-06-08 00,2009-06-08,,critical
SSWL,11.3,e=2008-09-18 00,2008-09-18,,critical
PRAKASH,11.2,e=2019-04-23 00,2019-04-23,,critical
GEODESIC,11.2,e=2012-12-24 00,2012-12-24,,critical
LUMAXIND,11.2,e=2025-08-07 00,2025-08-07,,critical
ESABINDIA,11.2,e=2018-12-03 00,2018-12-03,,critical
BIRLACABLE,11.2,e=2020-08-10 00,2020-08-10,,critical
GOLDIAM,11.2,e=2014-09-16 00,2014-09-16,,critical
EON,11.2,e=2014-09-16 00,2014-09-16,,critical
LIKHITHA,11.2,e=2021-08-26 00,2021-08-26,,critical
TEXINFRA,11.2,e=2009-07-14 00,2009-07-14,,critical
PRAXIS,11.2,e=2023-05-30 00,2023-05-30,,critical
AUSTRAL,11.2,e=2009-03-24 00,2009-03-24,,critical
ARSSINFRA,11.1,e=2011-09-15 00,2011-09-15,,critical
TPLPLASTEH,11.1,e=2022-10-19 00,2022-10-19,,critical
BANCOINDIA,11.1,e=2022-09-06 00,2022-09-06,,critical
AARON,11.1,e=2025-08-25 00,2025-08-25,,critical
ASAL,11.1,e=2006-05-22 00,2006-05-22,,critical
BAJFINANCE,11.1,e=2006-06-29 00,2006-06-29,,critical
TPLPLASTEH,11.1,e=2022-10-19 00,2022-10-19,,critical
VGUARD,11.1,e=2012-07-12 00,2012-07-12,,critical
TCIFINANCE,11.1,e=2021-12-21 00,2021-12-21,,critical
FACT,11.1,e=2018-09-14 00,2018-09-14,,critical
SRGINFOTEC,11.1,e=2011-09-27 00,2011-09-27,,critical
JIKIND,11.1,e=2014-12-09 00,2014-12-09,,critical
ANGELONE,11.1,e=2022-01-24 00,2022-01-24,,critical
PROSEED,11.1,e=2020-12-10 00,2020-12-10,,critical
VIJIFIN,11.1,e=2019-09-19 00,2019-09-19,,critical
DCBBANK,11.1,e=2008-07-04 00,2008-07-04,,critical
SESHAPAPER,11.1,e=2009-07-14 00,2009-07-14,,critical
IFBAGRO,11.1,e=2011-07-19 00,2011-07-19,,critical
MARALOVER,11.1,e=2019-09-11 00,2019-09-11,,critical
MRPL,11.1,e=2017-08-10 00,2017-08-10,,critical
VEDL,11.1,e=2022-05-06 00,2022-05-06,,critical
ZENITHSTL,11.1,e=2019-09-19 00,2019-09-19,,critical
SBBJ,11.0,e=2011-03-16 00,2011-03-16,,critical
MOLDTKPAC,11.0,e=2020-03-19 00,2020-03-19,,critical
RAJRAYON,11.0,e=2010-07-29 00,2010-07-29,,critical
RKDL,11.0,e=2016-09-21 00,2016-09-21,,critical
ENGINERSIN,11.0,e=2024-02-12 00,2024-02-12,,critical
EXCELINDUS,11.0,e=2007-07-12 00,2007-07-12,,critical
INFINITE,11.0,e=2013-08-19 00,2013-08-19,,critical
HINDZINC,11.0,e=2017-03-29 00,2017-03-29,,critical
PTL,11.0,e=2017-03-27 00,2017-03-27,,critical
NUCLEUS,11.0,e=2020-08-11 00,2020-08-11,,critical
MAANALU,11.0,e=2016-11-21 00,2016-11-21,,critical
BEARDSELL,11.0,e=2021-12-16 00,2021-12-16,,critical
WYETH,11.0,e=2009-08-10 00,2009-08-10,,critical
WEALTH,11.0,e=2026-02-10 00,2026-02-10,,critical
PONNIERODE,10.9,e=2026-06-05 00,2026-06-05,,critical
RBL,10.9,e=2009-07-16 00,2009-07-16,,critical
DEEPENR,10.9,e=2020-11-02 00,2020-11-02,,critical
IOC,10.9,e=2020-03-23 00,2020-03-23,,critical
BASML,10.9,e=2025-04-30 00,2025-04-30,,critical
JMFINANCIL,10.9,e=2014-02-07 00,2014-02-07,,critical
SMSPHARMA,10.9,e=2017-06-22 00,2017-06-22,,critical
MGEL,10.8,e=2025-03-04 00,2025-03-04,,critical
MIC,10.8,e=2007-12-14 00,2007-12-14,,critical
IVC,10.8,e=2019-09-23 00,2019-09-23,,critical
IVRCLINFRA,10.8,e=2015-09-21 00,2015-09-21,,critical
REPRO,10.8,e=2022-07-21 00,2022-07-21,,critical
SAMBANDAM,10.8,e=2014-09-16 00,2014-09-16,,critical
TRIGYN,10.8,e=2014-09-16 00,2014-09-16,,critical
AURUM,10.8,e=2020-03-23 00,2020-03-23,,critical
MRPL,10.8,e=2018-06-28 00,2018-06-28,,critical
PATSPINLTD,10.8,e=2008-07-17 00,2008-07-17,,critical
HERCULES,10.8,e=2008-09-17 00,2008-09-17,,critical
NCLIND,10.8,e=2008-09-18 00,2008-09-18,,critical
SASKEN,10.8,e=2016-03-28 00,2016-03-28,,critical
ASTRAL,10.8,e=2013-09-05 00,2013-09-05,,critical
DHANBANK,10.7,e=2022-11-04 00,2022-11-04,,critical
TRIDENT,10.7,e=2011-09-22 00,2011-09-22,,critical
ANSALAPI,10.7,e=2012-09-17 00,2012-09-17,,critical
M&MFIN,10.7,e=2020-07-22 00,2020-07-22,,critical
AGI,10.7,e=2007-09-03 00,2007-09-03,,critical
ADANIPORTS,10.7,e=2020-03-16 00,2020-03-16,,critical
GATECH,10.7,e=2025-04-28 00,2025-04-28,,critical
SOTL,10.7,e=2022-09-01 00,2022-09-01,,critical
SANDHAR,10.6,e=2021-09-15 00,2021-09-15,,critical
INDOBORAX,10.6,e=2026-07-21 00,2026-07-21,,critical
ALICON,10.6,e=2022-09-19 00,2022-09-19,,critical
TANLA,10.6,e=2008-09-18 00,2008-09-18,,critical
DANGEE,10.6,e=2024-09-19 00,2024-09-19,,critical
GREENPOWER,10.6,e=2024-08-13 00,2024-08-13,,critical
GATECH,10.6,e=2024-07-16 00,2024-07-16,,critical
CYBERMEDIA,10.6,e=2025-08-01 00,2025-08-01,,critical
ANGELONE,10.6,e=2020-11-02 00,2020-11-02,,critical
IRB,10.6,e=2019-09-20 00,2019-09-20,,critical
HCC,10.6,e=2016-07-05 00,2016-07-05,,critical
JENSONICOL,10.6,e=2014-09-10 00,2014-09-10,,critical
ISFT,10.6,e=2011-02-10 00,2011-02-10,,critical
IRCTC,10.6,e=2021-10-28 00,2021-10-28,,critical
PRINCEPIPE,10.6,e=2020-03-23 00,2020-03-23,,critical
STYRENIX,10.6,e=2021-10-22 00,2021-10-22,,critical
SMARTLINK,10.6,e=2018-05-17 00,2018-05-17,,critical
GUJAPOLLO,10.6,e=2008-12-19 00,2008-12-19,,critical
MTNL,10.6,e=2020-12-23 00,2020-12-23,,critical
HGS,10.6,e=2012-08-03 00,2012-08-03,,critical
WELCORP,10.5,e=2009-06-08 00,2009-06-08,,critical
POLYPLEX,10.5,e=2010-11-15 00,2010-11-15,,critical
GESHIP,10.5,e=2010-11-02 00,2010-11-02,,critical
WINSOMYARN,10.5,e=2010-01-21 00,2010-01-21,,critical
PTC,10.5,e=2019-09-20 00,2019-09-20,,critical
UNOMINDA,10.5,e=2009-07-20 00,2009-07-20,,critical
OMINFRAL,10.5,e=2025-09-22 00,2025-09-22,,critical
PNBGILTS,10.5,e=2008-09-18 00,2008-09-18,,critical
SUDARCOLOR,10.5,e=2009-04-09 00,2009-04-09,,critical
TPLPLASTEH,10.5,e=2018-09-12 00,2018-09-12,,critical
DELTACORP,10.5,e=2020-03-19 00,2020-03-19,,critical
ONWARDTEC,10.5,e=2024-07-12 00,2024-07-12,,critical
UNIPARTS,10.5,e=2025-02-12 00,2025-02-12,,critical
BLUECHIP,10.5,e=2011-09-15 00,2011-09-15,,critical
GILLETTE,10.4,e=2025-02-18 00,2025-02-18,,critical
PGHL,10.4,e=2019-05-23 00,2019-05-23,,critical
TNTELE,10.4,e=2010-09-08 00,2010-09-08,,critical
WYETH,10.4,e=2008-08-22 00,2008-08-22,,critical
BPCL,10.4,e=2021-09-16 00,2021-09-16,,critical
DHANBANK,10.4,e=2024-12-27 00,2024-12-27,,critical
WEIZMANIND,10.4,e=2011-09-26 00,2011-09-26,,critical
WELENT,10.4,e=2023-02-13 00,2023-02-13,,critical
DPWIRES,10.4,e=2023-11-08 00,2023-11-08,,critical
AHCL,10.4,e=2026-04-24 00,2026-04-24,,critical
AHCL,10.4,e=2026-04-24 00,2026-04-24,,critical
CENTURYPLY,10.4,e=2024-09-17 00,2024-09-17,,critical
MUTHOOTCAP,10.4,e=2017-06-12 00,2017-06-12,,critical
ESCORTS,10.4,e=2014-09-04 00,2014-09-04,,critical
JWL,10.3,e=2019-09-23 00,2019-09-23,,critical
MANAPPURAM,10.3,e=2020-03-12 00,2020-03-12,,critical
SOMATEX,10.3,e=2016-08-25 00,2016-08-25,,critical
POLARIS,10.3,e=2014-07-10 00,2014-07-10,,critical
NIITLTD,10.3,e=2019-10-17 00,2019-10-17,,critical
INGERRAND,10.3,e=2019-11-20 00,2019-11-20,,critical
AARTIIND,10.3,e=2006-01-13 00,2006-01-13,,critical
SUPERSPIN,10.3,e=2009-09-08 00,2009-09-08,,critical
COSMOFIRST,10.3,e=2008-07-16 00,2008-07-16,,critical
SAMBHAAV,10.3,e=2011-07-07 00,2011-07-07,,critical
STEELCITY,10.3,e=2022-02-24 00,2022-02-24,,critical
LITL,10.2,e=2012-09-17 00,2012-09-17,,critical
REMSONSIND,10.2,e=2007-09-21 00,2007-09-21,,critical
MANINDS,10.2,e=2020-09-24 00,2020-09-24,,critical
ENGINERSIN,10.2,e=2016-12-30 00,2016-12-30,,critical
GOACARBON,10.2,e=2011-08-09 00,2011-08-09,,critical
ECLERX,10.2,e=2016-10-27 00,2016-10-27,,critical
PONNIERODE,10.2,e=2009-07-13 00,2009-07-13,,critical
PRESTIGE,10.2,e=2016-09-16 00,2016-09-16,,critical
EASEMYTRIP,10.2,e=2024-11-29 00,2024-11-29,,critical
LANDSMILL,10.2,e=2022-09-28 00,2022-09-28,,critical
LANDSMILL,10.2,e=2022-09-28 00,2022-09-28,,critical
NEPCMICON,10.2,e=2008-09-18 00,2008-09-18,,critical
GREAVESCOT,10.2,e=2006-11-10 00,2006-11-10,,critical
ALICON,10.2,e=2020-03-23 00,2020-03-23,,critical
LAOPALA,10.2,e=2018-03-22 00,2018-03-22,,critical
HCLTECH,10.2,e=2020-09-14 00,2020-09-14,,critical
TGBHOTELS,10.2,e=2008-09-18 00,2008-09-18,,critical
GHCL,10.2,e=2020-03-24 00,2020-03-24,,critical
MANINFRA,10.2,e=2020-03-12 00,2020-03-12,,critical
SHAREINDIA,10.2,e=2023-02-28 00,2023-02-28,,critical
HGS,10.2,e=2023-03-06 00,2023-03-06,,critical
HGS,10.2,e=2023-03-06 00,2023-03-06,,critical
ANKURDRUGS,10.2,e=2009-09-23 00,2009-09-23,,critical
MUKANDENGG,10.1,e=2007-07-23 00,2007-07-23,,critical
KCPSUGIND,10.1,e=2013-08-21 00,2013-08-21,,critical
DELTACORP,10.1,e=2020-08-07 00,2020-08-07,,critical
SIL,10.1,e=2026-08-11 00,2026-08-11,,critical
BERGEPAINT,10.1,e=2015-01-08 00,2015-01-08,,critical
BANARISUG,10.1,e=2011-08-30 00,2011-08-30,,critical
NEULANDLAB,10.1,e=2020-11-10 00,2020-11-10,,critical
CREATIVEYE,10.1,e=2007-09-12 00,2007-09-12,,critical
INDIANB,10.1,e=2014-06-23 00,2014-06-23,,critical
EMBDL,10.1,e=2011-12-07 00,2011-12-07,,critical
CUPID,10.1,e=2018-10-11 00,2018-10-11,,critical
COALINDIA,10.1,e=2014-01-17 00,2014-01-17,,critical
GKW,10.1,e=2006-08-14 00,2006-08-14,,critical
WELSPUNLIV,10.1,e=2020-03-17 00,2020-03-17,,critical
ORIENTPPR,10.1,e=2007-11-07 00,2007-11-07,,critical
CANBK,10.1,e=2009-07-08 00,2009-07-08,,critical
VLSFINANCE,10.1,e=2025-12-12 00,2025-12-12,,critical
NUCHEM,10.1,e=2008-03-18 00,2008-03-18,,critical
NITINFIRE,10.1,e=2011-09-22 00,2011-09-22,,critical
SKIL,10.1,e=2014-09-23 00,2014-09-23,,critical
ALMONDZ,10.1,e=2020-10-28 00,2020-10-28,,critical
IVC,10.1,e=2009-09-16 00,2009-09-16,,critical
BALMLAWRIE,10.1,e=2016-12-26 00,2016-12-26,,critical
WALCHANNAG,10.1,e=2008-01-22 00,2008-01-22,,critical
PARAS,10.0,e=2025-07-04 00,2025-07-04,,critical
SHANTI,10.0,e=2023-09-22 00,2023-09-22,,critical
GUJNRECOKE,10.0,e=2008-10-17 00,2008-10-17,,critical
SEAMECLTD,10.0,e=2009-04-13 00,2009-04-13,,critical
GEMINI,10.0,e=2008-09-17 00,2008-09-17,,critical
NAGREEKEXP,10.0,e=2023-09-22 00,2023-09-22,,critical
PATINTLOG,10.0,e=2021-02-17 00,2021-02-17,,critical
GENSOL,10.0,e=2023-10-17 00,2023-10-17,,critical
GSS,10.0,e=2011-12-22 00,2011-12-22,,critical
BALKRISHNA,10.0,e=2015-08-13 00,2015-08-13,,critical
ALKYLAMINE,10.0,e=2021-05-11 00,2021-05-11,,critical
ACE,10.0,e=2021-08-25 00,2021-08-25,,critical
WEIZMANIND,10.0,e=2020-12-14 00,2020-12-14,,critical
EXPLEOSOL,10.0,e=2025-02-12 00,2025-02-12,,critical
ANANTRAJ,10.0,e=2007-12-19 00,2007-12-19,,critical
AVADHSUGAR,10.0,e=2019-06-27 00,2019-06-27,,critical
WHEELS,10.0,e=2014-01-06 00,2014-01-06,,critical
GEOJITFSL,10.0,e=2024-10-07 00,2024-10-07,,critical
